Country_Code,Country_Name,id_transaction,date_ecriture,ministere_code,ministere_nom,code_budgetaire,libelle,tiers,montant_XOF,AMOUNT_local,UNIT,AMOUNT_USD
CTB,Country B,SN-2024001515,01-04-2024,MINT,Ministere de l'Interieur,610100.0,Traitements et salaires - personnel permanent,Transport Afrique de l'Ouest,3165820,3165820.0,XOF,
CTB,Country B,SN-2024001516,26-08-2024,MEN,Ministere de l'Education Nationale,614010.0,Construction et rehabilitation - centres de sante,Diagnostics Reunis,30452607,30452607.0,XOF,
CTB,Country B,SN-2024001517,08-02-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",613020.0,Carburants et lubrifiants,SolutionsIT SA,2406521,2406521.0,XOF,
CTB,Country B,SN-2024001518,13-01-2024,MINT,Ministere de l'Interieur,611015.0,Achat de contraceptifs et produits de planification familiale,Diagnostics Reunis,14983073,14983073.0,XOF,
CTB,Country B,SN-2024001519,08-02-2024,MINT,Ministere de l'Interieur,613010.0,Nettoyage et hygiene - formations sanitaires,SolutionsIT SA,70393123,70393123.0,XOF,
CTB,Country B,SN-2024001520,22-06-2024,MINT,Ministere de l'Interieur,611020.0,Achat de vaccins et intrants immunisation,SARL Fournitures Medicales,42211531,42211531.0,XOF,
CTB,Country B,SN-2024001521,10-08-2024,MEN,Ministere de l'Education Nationale,611030.0,Kits obstetricaux et accouchement,Fournitures Scolaires SA,36169214,36169214.0,XOF,
CTB,Country B,SN-2024001522,15-02-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613030.0,Imprimerie et fournitures de bureau,Cabinet Consulting Sahel,32733917,32733917.0,XOF,
CTB,Country B,SN-2024001523,23-02-2024,MSAS,Ministere de la Sante et de l'Action Sociale,610200.0,Frais de fonctionnement,Institut de Sante Publique,955429,955429.0,XOF,
CTB,Country B,SN-2024001524,30-12-2023,MINT,Ministere de l'Interieur,611030.0,Kits obstetricaux et accouchement,SARL Fournitures Medicales,18788476,18788476.0,XOF,
CTB,Country B,SN-2024001525,17-03-2024,MFB,Ministere des Finances et du Budget,610200.0,Frais de fonctionnement,Bureau Moderne SARL,"3261051,00",3261051.0,XOF,
CTB,Country B,SN-2024001526,14-02-2024,MINT,Ministere de l'Interieur,613010.0,Nettoyage et hygiene - formations sanitaires,Cabinet Consulting Sahel,41980876,41980876.0,XOF,
CTB,Country B,SN-2024001527,19-10-2023,MINT,Ministere de l'Interieur,610200.0,Frais de fonctionnement,SARL Fournitures Medicales,2109191,2109191.0,XOF,
CTB,Country B,SN-2024001528,14-04-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612020.0,Depistage precoce du cancer du col,Transport Afrique de l'Ouest,2826359,2826359.0,XOF,
CTB,Country B,SN-2024001529,26-01-2024,MSAS,Ministere de la Sante et de l'Action Sociale,614020.0,Achat de vehicules - ambulances,Institut de Sante Publique,3761297,3761297.0,XOF,
CTB,Country B,SN-2024001530,29-11-2023,MEN,Ministere de l'Education Nationale,612025.0,Services de conseil SRH pour adolescents,PharmaSante,12172882,12172882.0,XOF,
CTB,Country B,SN-2024001531,03-11-2023,MSAS,Ministere de la Sante et de l'Action Sociale,613010.0,Nettoyage et hygiene - formations sanitaires,Institut de Sante Publique,701459,701459.0,XOF,
CTB,Country B,SN-2024001532,13-04-2024,MINT,Ministere de l'Interieur,613010.0,Nettoyage et hygiene - formations sanitaires,Banque Regionale,19935607,19935607.0,XOF,
CTB,Country B,SN-2024001533,22-08-2024,MFB,Ministere des Finances et du Budget,611025.0,Kits de tests VIH et antiretroviraux,Transport Afrique de l'Ouest,954274,954274.0,XOF,
CTB,Country B,SN-2024001534,24-07-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612020.0,Depistage precoce du cancer du col,SolutionsIT SA,"42,160,934 FCFA",42160934.0,XOF,
CTB,Country B,SN-2024001535,15-09-2024,MFB,Ministere des Finances et du Budget,611010.0,Achat de medicaments essentiels,Batiment et Travaux SA,523179,523179.0,XOF,
CTB,Country B,SN-2024001536,04-11-2023,MEN,Ministere de l'Education Nationale,613010.0,Nettoyage et hygiene - formations sanitaires,Diagnostics Reunis,118425621,118425621.0,XOF,
CTB,Country B,SN-2024001537,19-07-2024,MINT,Ministere de l'Interieur,612010.0,Campagnes de sensibilisation - sante maternelle,Cabinet Consulting Sahel,663958,663958.0,XOF,
CTB,Country B,SN-2024001538,27-10-2023,MINT,Ministere de l'Interieur,613020.0,Carburants et lubrifiants,SolutionsIT SA,111446362,111446362.0,XOF,
CTB,Country B,SN-2024001539,07-06-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612030.0,Appui aux victimes de VBG,Cliniques Reunies,5412624,5412624.0,XOF,
CTB,Country B,SN-2024001540,01-01-2024,MFB,Ministere des Finances et du Budget,612010.0,Campagnes de sensibilisation - sante maternelle,Impressions Modernes,2950706,2950706.0,XOF,
CTB,Country B,SN-2024001541,31-05-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612025.0,Services de conseil SRH pour adolescents,Bureau Moderne SARL,19291646,19291646.0,XOF,
CTB,Country B,SN-2024001542,28-06-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611015.0,Achat de contraceptifs et produits de planification familiale,Pharma Ouest SA,13802894,13802894.0,XOF,
CTB,Country B,SN-2024001543,20-04-2024,MSAS,Ministere de la Sante et de l'Action Sociale,614020.0,Achat de vehicules - ambulances,Cabinet Consulting Sahel,506615,506615.0,XOF,
CTB,Country B,SN-2024001544,26-09-2024,MFB,Ministere des Finances et du Budget,612010.0,Campagnes de sensibilisation - sante maternelle,Institut de Sante Publique,3983412,3983412.0,XOF,
CTB,Country B,SN-2024001545,06-07-2024,MSAS,Ministere de la Sante et de l'Action Sociale,610200.0,Frais de fonctionnement,Diagnostics Reunis,626239,626239.0,XOF,
CTB,Country B,SN-2024001546,04-12-2023,MFB,Ministere des Finances et du Budget,612030.0,Appui aux victimes de VBG,SolutionsIT SA,25962370,25962370.0,XOF,
CTB,Country B,SN-2024001547,07-09-2024,MFB,Ministere des Finances et du Budget,612020.0,Depistage precoce du cancer du col,Cabinet Consulting Sahel,619853,619853.0,XOF,
CTB,Country B,SN-2024001548,13-11-2023,MINT,Ministere de l'Interieur,612020.0,Depistage precoce du cancer du col,Transport Afrique de l'Ouest,114652062,114652062.0,XOF,
CTB,Country B,SN-2024001549,16-05-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613020.0,Carburants et lubrifiants,SARL Fournitures Medicales,744472,744472.0,XOF,
CTB,Country B,SN-2024001550,19-04-2024,MINT,Ministere de l'Interieur,612030.0,Appui aux victimes de VBG,Banque Regionale,1079322,1079322.0,XOF,
CTB,Country B,SN-2024001551,16-12-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610200.0,Frais de fonctionnement,Nettoyage Pro Dakar,34622721,34622721.0,XOF,
CTB,Country B,SN-2024001552,22-02-2024,MEN,Ministere de l'Education Nationale,614020.0,Achat de vehicules - ambulances,Cliniques Reunies,920729,920729.0,XOF,
CTB,Country B,SN-2024001553,19-10-2023,MINT,Ministere de l'Interieur,612010.0,Campagnes de sensibilisation - sante maternelle,SolutionsIT SA,29695198,29695198.0,XOF,
CTB,Country B,SN-2024001554,03-01-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613030.0,Imprimerie et fournitures de bureau,Banque Regionale,1153723,1153723.0,XOF,
CTB,Country B,SN-2024001555,24-04-2024,MINT,Ministere de l'Interieur,611020.0,Achat de vaccins et intrants immunisation,Fournitures Scolaires SA,78290889,78290889.0,XOF,
CTB,Country B,SN-2024001556,25-05-2024,MFB,Ministere des Finances et du Budget,611015.0,Achat de contraceptifs et produits de planification familiale,Transport Afrique de l'Ouest,33422602,33422602.0,XOF,
CTB,Country B,SN-2024001557,20-09-2024,MEN,Ministere de l'Education Nationale,612015.0,Campagnes de sensibilisation - VIH/SIDA,Pharma Ouest SA,47870891,47870891.0,XOF,
CTB,Country B,SN-2024001558,16-02-2024,MINT,Ministere de l'Interieur,613030.0,Imprimerie et fournitures de bureau,Nettoyage Pro Dakar,329126,329126.0,XOF,
CTB,Country B,SN-2024001559,03-06-2024,MEN,Ministere de l'Education Nationale,612030.0,Appui aux victimes de VBG,Bureau Moderne SARL,11874605,11874605.0,XOF,
CTB,Country B,SN-2024001560,18-04-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611010.0,Achat de medicaments essentiels,Bureau Moderne SARL,1707572,1707572.0,XOF,
CTB,Country B,SN-2024001561,02-10-2023,MSAS,Ministere de la Sante et de l'Action Sociale,611015.0,Achat de contraceptifs et produits de planification familiale,Impressions Modernes,519005,519005.0,XOF,
CTB,Country B,SN-2024001562,01-09-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610200.0,Frais de fonctionnement,Transport Afrique de l'Ouest,820270,820270.0,XOF,
CTB,Country B,SN-2024001563,30-07-2024,MINT,Ministere de l'Interieur,614010.0,Construction et rehabilitation - centres de sante,Banque Regionale,3726780,3726780.0,XOF,
CTB,Country B,SN-2024001564,06-01-2024,MEN,Ministere de l'Education Nationale,614020.0,Achat de vehicules - ambulances,Pharma Ouest SA,68296821,68296821.0,XOF,
CTB,Country B,SN-2024001565,12-03-2024,MINT,Ministere de l'Interieur,610200.0,Frais de fonctionnement,Cabinet Consulting Sahel,54766429,54766429.0,XOF,
CTB,Country B,SN-2024001566,29-05-2024,MEN,Ministere de l'Education Nationale,613010.0,Nettoyage et hygiene - formations sanitaires,Cabinet Consulting Sahel,"26247764,00",26247764.0,XOF,
CTB,Country B,SN-2024001567,26-11-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611020.0,Achat de vaccins et intrants immunisation,Institut de Sante Publique,1549237,1549237.0,XOF,
CTB,Country B,SN-2024001568,09-03-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",613030.0,Imprimerie et fournitures de bureau,Transport Afrique de l'Ouest,32208293,32208293.0,XOF,
CTB,Country B,SN-2024001569,10-12-2023,MEN,Ministere de l'Education Nationale,612030.0,Appui aux victimes de VBG,Banque Regionale,7301775,7301775.0,XOF,
CTB,Country B,SN-2024001570,21-09-2024,MINT,Ministere de l'Interieur,611040.0,Reactifs et consommables de laboratoire,Cliniques Reunies,998060,998060.0,XOF,
CTB,Country B,SN-2024001571,01-06-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613010.0,Nettoyage et hygiene - formations sanitaires,Institut de Sante Publique,15162389,15162389.0,XOF,
CTB,Country B,SN-2024001572,07-09-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",614020.0,Achat de vehicules - ambulances,PharmaSante,43754202,43754202.0,XOF,
CTB,Country B,SN-2024001573,07-12-2023,MFB,Ministere des Finances et du Budget,610200.0,Frais de fonctionnement,Impressions Modernes,"37,534,038 FCFA",37534038.0,XOF,
CTB,Country B,SN-2024001574,17-02-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611010.0,Achat de medicaments essentiels,Batiment et Travaux SA,2626127,2626127.0,XOF,
CTB,Country B,SN-2024001575,03-03-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613030.0,Imprimerie et fournitures de bureau,Banque Regionale,100704373,100704373.0,XOF,
CTB,Country B,SN-2024001576,11-07-2024,MEN,Ministere de l'Education Nationale,611015.0,Achat de contraceptifs et produits de planification familiale,Pharma Ouest SA,10045482,10045482.0,XOF,
CTB,Country B,SN-2024001577,20-12-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612015.0,Campagnes de sensibilisation - VIH/SIDA,Impressions Modernes,7371385,7371385.0,XOF,
CTB,Country B,SN-2024001578,13-05-2024,MINT,Ministere de l'Interieur,613020.0,Carburants et lubrifiants,SARL Fournitures Medicales,1253774,1253774.0,XOF,
CTB,Country B,SN-2024001579,14-09-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613030.0,Imprimerie et fournitures de bureau,Impressions Modernes,28673053,28673053.0,XOF,
CTB,Country B,SN-2024001580,26-04-2024,MEN,Ministere de l'Education Nationale,611040.0,Reactifs et consommables de laboratoire,Nettoyage Pro Dakar,3258997,3258997.0,XOF,
CTB,Country B,SN-2024001581,14-01-2024,MFB,Ministere des Finances et du Budget,612030.0,Appui aux victimes de VBG,Institut de Sante Publique,7830762,7830762.0,XOF,
CTB,Country B,SN-2024001582,23-12-2023,MINT,Ministere de l'Interieur,611010.0,Achat de medicaments essentiels,Transport Afrique de l'Ouest,46820512,46820512.0,XOF,
CTB,Country B,SN-2024001583,06-11-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612030.0,Appui aux victimes de VBG,Pharma Ouest SA,4696547,4696547.0,XOF,
CTB,Country B,SN-2024001584,21-09-2024,MFB,Ministere des Finances et du Budget,614020.0,Achat de vehicules - ambulances,Banque Regionale,2531970,2531970.0,XOF,
CTB,Country B,SN-2024001585,16-02-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612020.0,Depistage precoce du cancer du col,Pharma Ouest SA,8926803,8926803.0,XOF,
CTB,Country B,SN-2024001586,13-12-2023,MINT,Ministere de l'Interieur,611025.0,Kits de tests VIH et antiretroviraux,Institut de Sante Publique,5916957,5916957.0,XOF,
CTB,Country B,SN-2024001587,28-02-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611040.0,Reactifs et consommables de laboratoire,PharmaSante,19785849,19785849.0,XOF,
CTB,Country B,SN-2024001588,20-03-2024,MFB,Ministere des Finances et du Budget,612025.0,Services de conseil SRH pour adolescents,Impressions Modernes,68009694,68009694.0,XOF,
CTB,Country B,SN-2024001589,26-07-2024,MEN,Ministere de l'Education Nationale,610200.0,Frais de fonctionnement,Cabinet Consulting Sahel,8216992,8216992.0,XOF,
CTB,Country B,SN-2024001590,05-02-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613030.0,Imprimerie et fournitures de bureau,Fournitures Scolaires SA,3881500,3881500.0,XOF,
CTB,Country B,SN-2024001591,13-04-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612015.0,Campagnes de sensibilisation - VIH/SIDA,Institut de Sante Publique,43492061,43492061.0,XOF,
CTB,Country B,SN-2024001592,16-04-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611030.0,Kits obstetricaux et accouchement,Cliniques Reunies,762774,762774.0,XOF,
CTB,Country B,SN-2024001593,31-01-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611020.0,Achat de vaccins et intrants immunisation,Impressions Modernes,14206794,14206794.0,XOF,
CTB,Country B,SN-2024001594,05-10-2023,MSAS,Ministere de la Sante et de l'Action Sociale,611025.0,Kits de tests VIH et antiretroviraux,Diagnostics Reunis,720101,720101.0,XOF,
CTB,Country B,SN-2024001595,02-01-2024,MFB,Ministere des Finances et du Budget,612015.0,Campagnes de sensibilisation - VIH/SIDA,Banque Regionale,12583819,12583819.0,XOF,
CTB,Country B,SN-2024001596,02-01-2024,MFB,Ministere des Finances et du Budget,611020.0,Achat de vaccins et intrants immunisation,Banque Regionale,"23,053,573 FCFA",23053573.0,XOF,
CTB,Country B,SN-2024001597,18-04-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612015.0,Campagnes de sensibilisation - VIH/SIDA,Fournitures Scolaires SA,809636,809636.0,XOF,
CTB,Country B,SN-2024001598,25-11-2023,MSAS,Ministere de la Sante et de l'Action Sociale,611020.0,Achat de vaccins et intrants immunisation,Nettoyage Pro Dakar,30697166,30697166.0,XOF,
CTB,Country B,SN-2024001599,26-07-2024,MFB,Ministere des Finances et du Budget,611040.0,Reactifs et consommables de laboratoire,Cabinet Consulting Sahel,2443925,2443925.0,XOF,
CTB,Country B,SN-2024001600,28-04-2024,MEN,Ministere de l'Education Nationale,612025.0,Services de conseil SRH pour adolescents,Diagnostics Reunis,10859325,10859325.0,XOF,
CTB,Country B,SN-2024001601,13-01-2024,MFB,Ministere des Finances et du Budget,614020.0,Achat de vehicules - ambulances,PharmaSante,31482835,31482835.0,XOF,
CTB,Country B,SN-2024001602,09-07-2024,MFB,Ministere des Finances et du Budget,611025.0,Kits de tests VIH et antiretroviraux,Batiment et Travaux SA,7362893,7362893.0,XOF,
CTB,Country B,SN-2024001603,11-08-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",613020.0,Carburants et lubrifiants,Banque Regionale,34968228,34968228.0,XOF,
CTB,Country B,SN-2024001604,03-10-2023,MFB,Ministere des Finances et du Budget,610100.0,Traitements et salaires - personnel permanent,SolutionsIT SA,13308330,13308330.0,XOF,
CTB,Country B,SN-2024001605,31-03-2024,MFB,Ministere des Finances et du Budget,612015.0,Campagnes de sensibilisation - VIH/SIDA,Banque Regionale,457197,457197.0,XOF,
CTB,Country B,SN-2024001606,30-10-2023,MINT,Ministere de l'Interieur,613020.0,Carburants et lubrifiants,Banque Regionale,"27,506,088 FCFA",27506088.0,XOF,
CTB,Country B,SN-2024001607,28-04-2024,MEN,Ministere de l'Education Nationale,611010.0,Achat de medicaments essentiels,Fournitures Scolaires SA,20539178,20539178.0,XOF,
CTB,Country B,SN-2024001608,15-02-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611015.0,Achat de contraceptifs et produits de planification familiale,SARL Fournitures Medicales,25916678,25916678.0,XOF,
CTB,Country B,SN-2024001609,29-04-2024,MEN,Ministere de l'Education Nationale,611030.0,Kits obstetricaux et accouchement,Fournitures Scolaires SA,47432905,47432905.0,XOF,
CTB,Country B,SN-2024001610,27-12-2023,MFB,Ministere des Finances et du Budget,612020.0,Depistage precoce du cancer du col,SolutionsIT SA,7010937,7010937.0,XOF,
CTB,Country B,SN-2024001611,20-04-2024,MEN,Ministere de l'Education Nationale,613030.0,Imprimerie et fournitures de bureau,Batiment et Travaux SA,754321,754321.0,XOF,
CTB,Country B,SN-2024001612,13-09-2024,MFB,Ministere des Finances et du Budget,614010.0,Construction et rehabilitation - centres de sante,Bureau Moderne SARL,93786744,93786744.0,XOF,
CTB,Country B,SN-2024001613,06-04-2024,MINT,Ministere de l'Interieur,612010.0,Campagnes de sensibilisation - sante maternelle,SolutionsIT SA,37480657,37480657.0,XOF,
CTB,Country B,SN-2024001614,16-01-2024,MEN,Ministere de l'Education Nationale,610100.0,Traitements et salaires - personnel permanent,Diagnostics Reunis,47455524,47455524.0,XOF,
CTB,Country B,SN-2024001615,14-07-2024,MFB,Ministere des Finances et du Budget,612030.0,Appui aux victimes de VBG,Diagnostics Reunis,42264441,42264441.0,XOF,
CTB,Country B,SN-2024001616,11-05-2024,MFB,Ministere des Finances et du Budget,611030.0,Kits obstetricaux et accouchement,Impressions Modernes,9814519,9814519.0,XOF,
CTB,Country B,SN-2024001617,23-11-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",614020.0,Achat de vehicules - ambulances,SARL Fournitures Medicales,109824160,109824160.0,XOF,
CTB,Country B,SN-2024001618,12-04-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611040.0,Reactifs et consommables de laboratoire,Pharma Ouest SA,3109934,3109934.0,XOF,
CTB,Country B,SN-2024001619,18-06-2024,MINT,Ministere de l'Interieur,613010.0,Nettoyage et hygiene - formations sanitaires,Cabinet Consulting Sahel,14180487,14180487.0,XOF,
CTB,Country B,SN-2024001620,31-01-2024,MINT,Ministere de l'Interieur,612020.0,Depistage precoce du cancer du col,SARL Fournitures Medicales,12771375,12771375.0,XOF,
CTB,Country B,SN-2024001621,17-05-2024,MFB,Ministere des Finances et du Budget,611020.0,Achat de vaccins et intrants immunisation,PharmaSante,19703788,19703788.0,XOF,
CTB,Country B,SN-2024001622,29-07-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612030.0,Appui aux victimes de VBG,Diagnostics Reunis,2960701,2960701.0,XOF,
CTB,Country B,SN-2024001623,22-07-2024,MINT,Ministere de l'Interieur,613010.0,Nettoyage et hygiene - formations sanitaires,PharmaSante,10822213,10822213.0,XOF,
CTB,Country B,SN-2024001624,05-10-2023,MEN,Ministere de l'Education Nationale,611020.0,Achat de vaccins et intrants immunisation,Transport Afrique de l'Ouest,105820812,105820812.0,XOF,
CTB,Country B,SN-2024001625,31-12-2023,MEN,Ministere de l'Education Nationale,611025.0,Kits de tests VIH et antiretroviraux,Fournitures Scolaires SA,22195103,22195103.0,XOF,
CTB,Country B,SN-2024001626,29-12-2023,MEN,Ministere de l'Education Nationale,613030.0,Imprimerie et fournitures de bureau,SolutionsIT SA,25701861,25701861.0,XOF,
CTB,Country B,SN-2024001627,26-09-2024,MINT,Ministere de l'Interieur,611015.0,Achat de contraceptifs et produits de planification familiale,Formation & Sensibilisation SARL,"996,940 FCFA",996940.0,XOF,
CTB,Country B,SN-2024001628,17-10-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611025.0,Kits de tests VIH et antiretroviraux,SolutionsIT SA,90938290,90938290.0,XOF,
CTB,Country B,SN-2024001629,29-05-2024,MFB,Ministere des Finances et du Budget,614010.0,Construction et rehabilitation - centres de sante,PharmaSante,"42085655,00",42085655.0,XOF,
CTB,Country B,SN-2024001630,07-07-2024,MFB,Ministere des Finances et du Budget,611010.0,Achat de medicaments essentiels,Institut de Sante Publique,11281054,11281054.0,XOF,
CTB,Country B,SN-2024001631,05-09-2024,MEN,Ministere de l'Education Nationale,612030.0,Appui aux victimes de VBG,Formation & Sensibilisation SARL,37451369,37451369.0,XOF,
CTB,Country B,SN-2024001632,23-06-2024,MINT,Ministere de l'Interieur,611010.0,Achat de medicaments essentiels,SolutionsIT SA,3892094,3892094.0,XOF,
CTB,Country B,SN-2024001633,26-08-2024,MFB,Ministere des Finances et du Budget,610100.0,Traitements et salaires - personnel permanent,Batiment et Travaux SA,9845522,9845522.0,XOF,
CTB,Country B,SN-2024001634,26-10-2023,MFB,Ministere des Finances et du Budget,612030.0,Appui aux victimes de VBG,Cliniques Reunies,2531260,2531260.0,XOF,
CTB,Country B,SN-2024001635,01-03-2024,MINT,Ministere de l'Interieur,611030.0,Kits obstetricaux et accouchement,Batiment et Travaux SA,300736,300736.0,XOF,
CTB,Country B,SN-2024001636,02-02-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611010.0,Achat de medicaments essentiels,Fournitures Scolaires SA,2177929,2177929.0,XOF,
CTB,Country B,SN-2024001637,28-06-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611010.0,Achat de medicaments essentiels,Impressions Modernes,58088321,58088321.0,XOF,
CTB,Country B,SN-2024001638,07-07-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610100.0,Traitements et salaires - personnel permanent,Diagnostics Reunis,2173871,2173871.0,XOF,
CTB,Country B,SN-2024001639,28-11-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611040.0,Reactifs et consommables de laboratoire,Cabinet Consulting Sahel,5168212,5168212.0,XOF,
CTB,Country B,SN-2024001640,01-10-2023,MINT,Ministere de l'Interieur,611025.0,Kits de tests VIH et antiretroviraux,Batiment et Travaux SA,5831809,5831809.0,XOF,
CTB,Country B,SN-2024001641,18-02-2024,MEN,Ministere de l'Education Nationale,612020.0,Depistage precoce du cancer du col,Banque Regionale,10954155,10954155.0,XOF,
CTB,Country B,SN-2024001642,01-04-2024,MINT,Ministere de l'Interieur,611030.0,Kits obstetricaux et accouchement,Institut de Sante Publique,1701251,1701251.0,XOF,
CTB,Country B,SN-2024001643,04-03-2024,MEN,Ministere de l'Education Nationale,612020.0,Depistage precoce du cancer du col,Institut de Sante Publique,10454338,10454338.0,XOF,
CTB,Country B,SN-2024001644,18-04-2024,MINT,Ministere de l'Interieur,614020.0,Achat de vehicules - ambulances,SolutionsIT SA,"114186931,00",114186931.0,XOF,
CTB,Country B,SN-2024001645,22-11-2023,MEN,Ministere de l'Education Nationale,613030.0,Imprimerie et fournitures de bureau,Cabinet Consulting Sahel,750395,750395.0,XOF,
CTB,Country B,SN-2024001646,11-04-2024,MEN,Ministere de l'Education Nationale,611015.0,Achat de contraceptifs et produits de planification familiale,Impressions Modernes,1107776,1107776.0,XOF,
CTB,Country B,SN-2024001647,14-08-2024,MEN,Ministere de l'Education Nationale,610200.0,Frais de fonctionnement,Impressions Modernes,"92628044,00",92628044.0,XOF,
CTB,Country B,SN-2024001648,11-05-2024,MINT,Ministere de l'Interieur,611030.0,Kits obstetricaux et accouchement,PharmaSante,2660865,2660865.0,XOF,
CTB,Country B,SN-2024001649,11-03-2024,MFB,Ministere des Finances et du Budget,613010.0,Nettoyage et hygiene - formations sanitaires,Cabinet Consulting Sahel,647903,647903.0,XOF,
CTB,Country B,SN-2024001650,17-11-2023,MEN,Ministere de l'Education Nationale,612030.0,Appui aux victimes de VBG,Fournitures Scolaires SA,14312925,14312925.0,XOF,
CTB,Country B,SN-2024001651,12-05-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612020.0,Depistage precoce du cancer du col,SARL Fournitures Medicales,21195839,21195839.0,XOF,
CTB,Country B,SN-2024001652,09-03-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612010.0,Campagnes de sensibilisation - sante maternelle,Institut de Sante Publique,15305555,15305555.0,XOF,
CTB,Country B,SN-2024001653,01-04-2024,MINT,Ministere de l'Interieur,611010.0,Achat de medicaments essentiels,Formation & Sensibilisation SARL,10016286,10016286.0,XOF,
CTB,Country B,SN-2024001654,14-10-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610100.0,Traitements et salaires - personnel permanent,Diagnostics Reunis,691042,691042.0,XOF,
CTB,Country B,SN-2024001655,21-06-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",614010.0,Construction et rehabilitation - centres de sante,Pharma Ouest SA,1062843,1062843.0,XOF,
CTB,Country B,SN-2024001656,07-02-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",613020.0,Carburants et lubrifiants,Diagnostics Reunis,733592,733592.0,XOF,
CTB,Country B,SN-2024001657,21-01-2024,MEN,Ministere de l'Education Nationale,611025.0,Kits de tests VIH et antiretroviraux,Cabinet Consulting Sahel,119915335,119915335.0,XOF,
CTB,Country B,SN-2024001658,19-05-2024,MINT,Ministere de l'Interieur,614020.0,Achat de vehicules - ambulances,PharmaSante,24133451,24133451.0,XOF,
CTB,Country B,SN-2024001659,26-11-2023,MEN,Ministere de l'Education Nationale,611025.0,Kits de tests VIH et antiretroviraux,Diagnostics Reunis,3448334,3448334.0,XOF,
CTB,Country B,SN-2024001660,18-07-2024,MINT,Ministere de l'Interieur,610100.0,Traitements et salaires - personnel permanent,Institut de Sante Publique,6457358,6457358.0,XOF,
CTB,Country B,SN-2024001661,11-05-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611015.0,Achat de contraceptifs et produits de planification familiale,Nettoyage Pro Dakar,7686520,7686520.0,XOF,
CTB,Country B,SN-2024001662,26-01-2024,MEN,Ministere de l'Education Nationale,614020.0,Achat de vehicules - ambulances,PharmaSante,892229,892229.0,XOF,
CTB,Country B,SN-2024001663,08-07-2024,MEN,Ministere de l'Education Nationale,610200.0,Frais de fonctionnement,Diagnostics Reunis,89578826,89578826.0,XOF,
CTB,Country B,SN-2024001664,23-08-2024,MFB,Ministere des Finances et du Budget,613010.0,Nettoyage et hygiene - formations sanitaires,Fournitures Scolaires SA,879256,879256.0,XOF,
CTB,Country B,SN-2024001665,29-09-2024,MINT,Ministere de l'Interieur,613030.0,Imprimerie et fournitures de bureau,PharmaSante,871670,871670.0,XOF,
CTB,Country B,SN-2024001666,06-10-2023,MEN,Ministere de l'Education Nationale,613020.0,Carburants et lubrifiants,Bureau Moderne SARL,319393,319393.0,XOF,
